name,image,class,subclass,description,ingredients,hp,effect
Steamed Mushrooms,40px-BotW_Steamed_Mushrooms_Icon.png?version=fbce7053d618b4798ed8ca710f6b0c6b (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/elhTeTQR35rmxGRRjpzb2Q/RzEaZ2gJryDVv0kS9q7b8vOe0w2leTVDu3K354_Hjoztown1UHcZ0wq6OQIiJ2tMU6oMF19_TgdChA_KNNLN-Xvw-MHkVZrVx9lUZCmNHnARAbXY5czp_nvqsJT1zcfZXshG7YVcV4h2I41J-rtk2K85jXCDJnX4WncQZC6j75BSOih0knUnIOSp2tQzxDFY/enwHCgE_UHw7t2go9edtgUqQdg-VwBXsHoqZogdRduU),Food,Cooked,A healthy vegetable dish achieved by steaming mushrooms in plant leaves.,"Any Mushroom,Any Vegetable,Any Flower or Herb",,
Tough Meat-Stuffed Pumpkin,40px-BotW_Meat-Stuffed_Pumpkin_Icon.png?version=b5e9f5ca2c86fce9e0ea384b9b8dcdd3 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/QZObhX1oTrW2L23lD-yu0g/hJnzSWYCvEUT6qMd-WA2cnPc83fPWPOXZT2R_YM-Ha7yvQhIFrGNGO_tpycv3abuqicogSUBmC3TwonDAZp6u9oQmPneY2wD3peuqdt9bBlnQHtD_xRbER6RYuoVjElGosi1-3zvMKvZDL9kYBnpbZpmOAcNcg_jXf-od3DAoWriiS_b8MjxOJ2l5cmZchcI/XLK401BsVXYxNnfBC59zFFnz-5JzMxjHyHA3ARMpcTY),Food,Cooked,"Grants a low-level defense boost. This hollow, meat-filled fortified pumpkin is a local specialty or Kakariko Village.","Fortified Pumpkin,Raw Bird Thigh,Raw Bird Drumstick,Raw Gourmet Meat,Raw Meat,Raw Prime Meat,Raw Whole Bird",,
Vegetable Curry,40px-BotW_Vegetable_Curry_Icon.png?version=d4b4668b18abc7c93235b3a95517dff4 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/8WpWrE2pg64pZEtkOFy24g/oyAWzygdvLDpOCRLnLuNWP4zE8J6DbfKuu36SOuZjmmBPV_9sdS1B3BHplyRGfK9C_tUA2lQGkizJFyXGrm0SQykHytXgVkzfsRgQsCWMxbUVh8TttKW5kikIny7V0fP5ft23HygKhe1egbImU4gwlnux1U83SyW8Bsb-3KLr-y517iqdH2ysEoBrO77kcb2/tZOMr9_GTrfO2rTZol4Pm6eR-_cnUmW_V-JiQ5fFYdw),Food,Cooked,This healthy curry is popular for its mild flavor and moderate spiciness.,"Hylian Rice,Goron Spice,Swift Carrot,Endura Carrot,Fortified Pumpkin",,
Vegetable Omelet,40px-BotW_Vegetable_Omelet_Icon.png?version=aaff2e16e7969030f772d7fc77a31b59 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/vDytT1OiNZx114KOW5FL-g/p8Z4NyG8UViUW_cr-1s8UI0WnE-jNDWTUPJrGrdHvKMzzrtwT6JBID3EUxLj4UxIDOqYgFini61mlHjrU4J4x0Knys1raM2qiGM7MZY_b4Yn8QRLV9U7U7863Z4YxW1eYFx-Qec5YqsmrEmQYceq_833UPVs2iQgi0b_Db_dVKaQciyCy4P4YivzyPNPt3sx/Fs_SGaObEsgoCNWvd08NlGch2ut6nRdPkeiOaLufYFo),Food,Cooked,This home-style dish mixes fluffy eggs with chopped vegetables for nutritional balance.,"Any Vegetable,Any Flower or Herb,Bird Egg,Goat Butter,Rock Salt",,
Vegetable Risotto,40px-BotW_Vegetable_Risotto_Icon.png?version=b361da1704938f4bd5cdb2cffd1a3c86 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9YCCfOlFYypvkLTPnyzbwg/WCloqbAoESt2Y-J3rCAtvPAOFHkoafoyb_FKziuDaYT2cSc-ntiv45nt2y8Emrqh1ONztBjGWqHnBX4P6nDRu6srCS073wiBYBU1lKWEZgjxwhO5OboB8YpnpvquO79wEYQGag6CQt_6HsorlQg16F1Ni99ElE6QkW119PmaOiyUdSaZwyIKdpFOlvujt2yv/kFZA0UAbBoMNbO1ZZPvbXmeds5bDqSAL2SR3pqrzoHo),Food,Cooked,The sweetness of the ingredients gives this risotto a mild flavor.,"Hylian Rice,Goat Butter,Rock Salt,Fortified Pumpkin,Swift Carrot,Endura Carrot",,
Veggie Cream Soup,40px-BotW_Veggie_Cream_Soup_Icon.png?version=49cd0a4ef0fda213ae7662efabb38e59 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/cwnUUtOxLEJrugiIQPSWZw/AsCJEv5DyHoiQOqLt6D8EV2DSWdZ1XWmW_F8BFOpjDk_53_yTzTLJsg4HGBhhDkiyYuS2p-Wy3swvqNudHuSzkCXYeGsjaYO3lbDfPaDs8hZXOKF_GMdB-4PbKFIEVGZCIbvwqGK3P6WV26RK2If7RVgy3lHJKWvc75fCN9je-IPKJz6kgiTT1kRImpW6DS1/PoWDUQF0qwdKF1V6Yn7V1QK_x9aZJKJXaWynnccW63A),Food,Cooked,This creamy soup showcases the sweetness of vegetables in a veritable taste explosion.,"Fresh Milk,Rock Salt,Fortified Pumpkin,Swift Carrot,Endura Carrot",,
Veggie Rice Balls,40px-BotW_Veggie_Rice_Balls_Icon.png?version=337070f92523ee658d24eac8cc8131e9 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/RcFcV2N8D1K1e2XxsKdckg/buTLFBOQphfrSJzYKe7xAyv3OCQmH3fYzEbEycbeI2TNHHJSljSCHjNN_UE4aeLDVtX3BkODlqFublUbOQTEh0Vo3qTHJ12pmLqLM9rpplsndLRbMW3OvEu38l_cbGYtiCjSfcDts8hWS_HcnpBdpa5w7BV_GgP4bSyCTqbJAcxc20G6wA-OQ2o_pB1__5ih/B2R9jG-hFg4uBSC42YeRV4bH5TyPfMvvSWKgzJlZU7c),Food,Cooked,This home-style dish of Kakariko Village is stuffed with the bounty of the mountains.,"Any Vegetable,Any Flower or Herb,Hylian Rice",,
Warm Milk,40px-BotW_Warm_Milk_Icon.png?version=7d1531430125f3988f01437ea125ddcb (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/6Z0xyKmIaPe4v5nFkirKSQ/RzslwKKjDvUHjc4OLHzX4EeuHNdz6hu8Zu8QlUQyAiOEDvmrWmLIStYyLDxtad2AvCrh5-TgEXSP5E3TeQyDXbkebWiSSkI0J6VtWP4LJQDw0vyyVUbxagdIKy8qMD-rTkgv-ykMLlyUreLBPnhBWNy-SE1H7aBYqGwiDOIUhHU/qqulPGBDhjDpbShAuYsD62D7705EV9ZQoTvM5V811Ew),Food,Cooked,Make this by heating up some milk. Drink it before bed to ensure a good night's sleep.,Fresh Milk,,
Wheat Bread,40px-BotW_Wheat_Bread_Icon.png?version=72ea48cd69167542957df963badf9e9e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/XxFtrgWhCj5zBngXWSGBww/he0r_gfipUpEsQM793ysUYCSicDn_tN0wFi4Ct1vTCdzxM9lULLEOtzpdoEUsjfWpZdPLI_qzz8TYTZO55djLtvdnEwFoeCb8qJboXVU8-khNBwrksiYcSgVncCqj-EnT7TOb-84ByP6D0rPQ1z0gCZ4zN0ejXvSItf1KgR9cpNTRZpeaBTmXIBKOJmVsJlf/6gd85yrFtJuB0GpY0Rx0Sy79-6o3txLuLKPVw5Da0Rg),Food,Cooked,"Made with wheat from the Tabantha region, this soft, springy bread smells just heavenly.","Tabantha Wheat,Rock Salt",,
Wildberry Crepe,40px-BotW_Wildberry_Crepe_Icon.png?version=b71c9179735d192167d970f256aa0d6e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/sGq8NuHfyl2ysx9qKDhEww/UOcyygCrvbam1aPtRuooE6siawq14se9KFxYaN5HaZb7Lq60ZWJ73FySFoXnC66Yp42RMM60J-utNxpOo4kP7ul810xe8GC1YPrJgW7_W364ubpTTh8S8jwbV2HejItuhI-4QWgkqOBBX5XPpxWx5vbMynPcR6Xayh9W-2ej2_l3Q9WHryGHEtjYd8X37Mrn/uewO5jpv14tXjX0hfPltsYrCS9P4hb4Ut3rPmSJ01X8),Food,Cooked,"Sweet, tart wildberries are folded into thin, springy dough to make this dessert.","Wildberry,Fresh Milk,Cane Sugar,Tabantha Wheat,Bird Egg",,
Hard-Boiled Egg,40px-BotW_Hard-Boiled_Egg_Icon.png?version=280f3c6eb915d547265ebe3e00a32863 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/8QTnIMUfN-E_xZgu05foKg/tnakpeo3uETnoZASlFiFo6NJEtoKV9ijRjSYnnv39MF7o8Jr658_TYF2nJgflEE25lS2EhmyJgLiS70RcCV1tpurILP2qxbB6GrfW5Q0Qj_bJ0eveczWHUm4JLcJxlzdWglxmdRusxuSIgJadNoMKPx4hBJDLSOQ99EiqA80L9D_7cMrmOcBA7pZjaIsDcR7/4g8c_AXHjLNDD0EwjcZ3kb3kVeOMGyEOQtpIpszVaQ4),Food,Boiled,A bird egg boiled using water from naturally occurring hot springs. It's popular among children and is easy to make.,Bird Egg,1.5,
Baked Apple,40px-BotW_Baked_Apple_Icon.png?version=13e5ee5fb16de7fe56f6fda5de7fa873 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/g9GPA0xVmMEyrpJGL777yA/P02Z5PDyI49PKVRLkgcde5KLyEy3iAF1Q3Mx1BVpmu4VOkZycD6Y8oYkjOyWHQLRIiAie2dtr07Po89afsIZGOEF1iTLwCb8LiHhV9xcnPJTjHFdl1OMPqkbdYviuZh74jJyIsFsNW-A_RGrNJ0m7R5alutr2sX2ovobMR91doLGNKjf7eQTM0cS7o4JQNlA/DzHSHVK53r9i9CI_JWSHlBBQslzkTJ6aL5q8Smoz11Q),Food,Roasted,Direct heat has softened and sweetened this apple. Eat it to restore three quarters of a heart.,Apple,0.75,
Baked Fortified Pumpkin,40px-BotW_Baked_Fortified_Pumpkin_Icon.png?version=38c75495e6b0f4ad78035c119ccdabd4 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YL0syaZOhUxyMbdfduGuMg/wfiZDKm5sSCZvq_hgbKqP63OyslN30xm5uzv-qLFHoumjDjD4oiywLljtFHrDGSaf6uUlZ1coD56jDfxU3u0QoHslhAKT6o7zdFyWyZm7FsoZiqxwCdyNY1CIHALq3W67NxtpmQjJnWZynhsOTCExSZ1g1Yhgu8k97bJ3T3xkaa1MwT44WV32Z7Yg_fSO9LQ/TsEl__W2VdT_WODBX-fkIpEdybiyavCTQj9sueVbfEQ),Food,Roasted,This fortified pumpkin has been roasted whole. The hard rind serves as a container for the steamed pumpkin flesh inside.,Fortified Pumpkin,0.75,
Baked Palm Fruit,40px-BotW_Baked_Palm_Fruit_Icon.png?version=9c8caca03b26538921d3ffd192b63752 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/fQN7QyEX_TatwxV_EQ3EHg/LJ1bTvrnxx5VKTGIB4BULbcuK4DmuuXxGb-15EEr0ulhVI526pVEeVIBJIRW098CS_KtsNmuHgo7vST9eEahKp3J8baniPjz1jSpSsiBKnAEkqRo7ahAD6d0uxPlQ5neTe9KdZq4bXihPl6VT5JYKD14l_aLPcXfkTUjd6F8iYg9Yuwx4zTe85Dp6tFfG4t1/OFeb1tsy9F78--CTy6yileXTjEP2-AYbFejYEcPWJKw),Food,Roasted,"This palm fruit was broiled with direct heat, resulting in steamed flesh inside the rind. Best served at the moment the juices emerge while roasting.",Palm Fruit,1.5,
Blackened Crab,40px-BotW_Blackened_Crab_Icon.png?version=91c24cfba77a2a0f3696b70f94a7daee (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/4ETCnk1UtoUFfeb6H94dGg/H5eSvcJb88C0cAlDgRTuAQDVsSs5Z8XsYaFEfdXACUMauQyhgmFcx9Ni-dEemVxF3ag3aZztXpKYgVpSfiGDeVMXZcRxHSgZXCGQxAbujSiBN_0trz8rTl0VD2ORv0dSySq6Xf3OhjuGCxK0NTM83VUpnk9CMYkfCcV5zaVYluluT_n1OmVcFLnsUFcRhNA_/dQLGacc8Rcu9mthcGH3Xpot2hwL0t_H7OsLAzClC5h8),Food,Roasted,"A whole crab slow-roasted in its shell. The soft, flaky flesh pairs nicely with the scent of the charred shell for a meal that assaults all five of your senses in all the best ways.","Ironshell Crab,Razorclaw Crab,Bright-Eyed Crab",1.5,
Blueshell Escargot,40px-BotW_Blueshell_Escargot_Icon.png?version=a0a152bb56280beeec78b0a5628d1383 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/KRHFwR_7V8sXR3ScXEBbxQ/nUWPzourQaYBZVrsVmzIf1miOgeizje5gZatazTHJJiHbAGxqAycV01IU2m3dgGNJZrCt-KPgumWgik_l_LofxpcDDQsVv6PNEnk_BiB5nrAI9eI4kGdd7X8SXQ1xINr9UwXfTjdX4yJdMummNZ8rgqYwX56XtIexcSq4C9bfCW9SmI_vAnzjD27uzYSzgAj/KFZ-X8XMi09Fr4p-GiszTQ2nchwJsYj3u6YYTzF3VyY),Food,Roasted,The shell of this hearty blueshell snail acted as a tiny slow cooker as it was roasted. Some people love the trademark bitterness of its tail meat.,Hearty Blueshell Snail,4.5,
Campfire Egg,40px-BotW_Campfire_Egg_Icon.png?version=16d637c6d1c94df9e6cf253bbb8c7bab (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/M7VJqPvybjvjfwy-mirxZQ/y63EMDS3hliDXtPm0nBOQZvOL9tG51govKTOLqSs1eSczD0O8Jo6hGvyJgTF4b2sHUlWokvolcTDFGqlORAowOIO0z2Z3e_ejKF6qKnLEaclW7sZ0nUC8HDhfL5OYYuH5dMKdi3eRD4GTj0ha1peCgcO8ACGCdJx6CAR2PDydEHcoMs1_xfKyzvnMDdlD9D1/u6w3nUlprLypfxbTssgwnemd7e51bizoOPg8Ltvo6Qw),Food,Roasted,"Roasting a bird egg whole in its shell like this helps retain water, making the egg a bit chewier than usual.",Bird Egg,1.5,
Charred Pepper,40px-BotW_Charred_Pepper_Icon.png?version=74d26bc94569d04e2101774279ee01ed (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/eV9SH5gSQ9KBazpprWgBbw/Pki8wI6gOOJdWU6TaRWSnu-5zGPaLJw-IpXZSbRvVXuDrukX7JfXi08_qGMrL6BxcED_1IbfdOnkElY2UGlR-mQ8cd-fB-8oGRvVqHToH3TasTNH4pe11H1LA3uBsSYIGRj7ZUxcNy3IJywTxj1lOj48Uf9d8rQ5dDCN0W0yX1I7CzyfhWm-QydR0A1iq0Sm/AGwAJ2JREuM51eXb04hdEwgDBCtOiR-OoGiTD2KdpE4),Food,Roasted,A pepper that's been gently caressed by an open flame. It's much less spicy now.,Spicy Pepper,0.75,
Roasted Acorn,40px-BotW_Roasted_Acorn_Icon.png?version=c3cf28bbf9b22ac0cd7b9d1367b85926 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/6yBcw4yMq3JRnx-D2TPFsg/pKEWhKqm_LXiDm75mkbSNKvinBCl9hk4lJXu41AwE2sFgpAFJpqiGgILRgS6wI_jZcPlwUWncahk2rd-ORxb9G340i4h63CVX71DPB7ygXGt8opxqeCRR0yyM0XUFcq_d4-2P5AlwBgmzz0D8GOZabWyclBxzXIxyJLxWjO9qcjwbpUzpMgUTfkHvt0MfIfm/CBbC9NsZydAF5DvNMzxvdiMWQZ7ONSQxEayk3LvpQfg),Food,Roasted,An acorn cooked with direct ehat. Its nutty armoa has been amplified.,Acorn,0.5,
Roasted Armoranth,40px-BotW_Roasted_Armoranth_Icon.png?version=77b565d56ff7d392d8cae13fa817002a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/GnckyfECGQPYBvW5nkTaQg/22fFOcVNpBWy0-DBZpY3ZmHRpQS1KUrXqWZHeOETQ_td_bmdxkS2NIH_rXR87dH-80GzsnIbFb_jIH1purUIdNLmrPQ3_gKJQKjoypsA0T7IG0vkjBzTyBfXi1twPbj-PkVSwEKlcp0ni9Tvhh4AJ2oJ4r-1mry49Ath73kD68ZfNJ8ClBp-_GKz9ocs_657/F1f82NRuKIrRrDRdWeFzRCDSpps1VLGtmxuDOOfTZ_4),Food,Roasted,"Simple, roasted armoranth. The heat has frayed the hard, chewy fiber just enough to make it easy to eat.",Armoranth,0.5,
Roasted Bass,40px-BotW_Roasted_Bass_Icon.png?version=41f690d77e116f4fbd9729020f24e486 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/IwzFXJVWHb9FK-1norhgaw/H1nkE_DfqCyEi4QiFCSFlv7OcbmROiJewBWblgnIXPFOj3-ysvuc9wZLTE0s4PAG0mBpE_qqG0b0PKBwd1OtfWAsbhGyaPOacmw4ZTvREkCtvgJxgcdYuvBbn4CduQzkzyUoKWXNSatU5pUtb8WHc0R_QSxBQBeLkHLN5TjqTV_g64PfI5gdTa4MRocYfzzU/JQn-yqO2Na1aU6C1EwmlGMrAptiFEFDB8mGyLSXoNNM),Food,Roasted,A bass that's been cooked whole over an open flame. It's flaky and savory smelling. Offers more hearts than the raw version.,"Hyrule Bass,Staminoka Bass",1.5,
Roasted Hearty Bass,40px-BotW_Roasted_Hearty_Bass_Icon.png?version=c0dd593e82765e45a2b73de167ce4a93 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/DUUc7HLbwy86TyzpJIlK7g/MAYUA7eMJ8Lpv4Xse3hoWKHWZ2tnsYYgBf01XgmU4n08GXVSUFHNnT_wa4A8Pugz8R3fM5Q_capFAwgUZ16d2qneBt0zB7ZOaorDFLq4J3v98P7UDtHIQ-SuBfpHmTEpHmSeQSrWBc97iQWQR7sXrxYM5lvNRbghaIsAZyjQ6gflExREhVvHbsJagxERP5Tu/yz-n1j2iPK08snOMykTNP-jJPupbakAYbFRNQYza3qE),Food,Roasted,An open flame has crisped the skin of this hearty bass to perfection. It's a sizable portion and contains just the right amount of fat to create an exceptionally tasty dish.,Hearty Bass,3.0,
Roasted Big Radish,40px-BotW_Roasted_Big_Radish_Icon.png?version=c2f14acbdb62559c1751e321a0dc9f39 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/H2XuBqife2FnHzUqoeM-wg/sjODu1g_6Wzr4WKwfHO4AnAvWW1e0UkthTNwT6CKTa5oCzWCfwgxCeI44p4jaOjwmkangrQ8aLHsYfBQGmOR7UrudO5lZXJaYQjZwZj1acIUgNCZl_K3LpRYazcP4F4HLjZxffoynj5JPlKANEmqroGcR_UBdUtGR1txafpoagHKJtK-Fj4qfQSdyMg1rZzC/TZIY-K4dbUZYoqV41m-r0wWPX44FF0aS7iD7333nuXs),Food,Roasted,A roasted big hearty radish. To take such a precious vegetable and put it to the fire is decadent in a way.,Big Hearty Radish,6.0,
Roasted Bird Drumstick,40px-BotW_Roasted_Bird_Drumstick_Icon.png?version=353a675cc4e9b4e7a87252ea5b2726ff (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Dz38z_72RBkXu5DRP42LOQ/jEAMuZHCvfpNvmOEfzNoHgCL-uChJSV5LTsDN5i_1Rn5L-iMpJ9tl7R5C4LYfDsNBZdSP332zZ3pqJpEeyywWg9131aVjb6vWjo_llufKgLxn4w5SwhT8GRasC0CJCu6W6UP3BYqgyIz7zoNw_1N0A6MBtiwmnuVLKgz41Y-zjpacA0XxaxdEcn5CMz-pYsa/CLQZBQCZWq_Su5ID_IBx2Ir1DSPCis5cbsCi3ZzEba0),Food,Roasted,"Raw bird drumstick that's been cooked to a crisp, skin and all. It's devoid of seasoning, but it has a simple, accessible taste. Restores more hearts than the raw variety.",Raw Bird Drumstick,1.5,
Roasted Bird Thigh,40px-BotW_Roasted_Bird_Thigh_Icon.png?version=2e7f89362ebbc901e67d1307e83ed744 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/RvLkb1Vn5wSP7NUyESpPuA/TLHQt8tJRPYWvCumhrtO0FYDZhqA6aFmuAsWX87Ueixc3bWxFzwBXXzG5oWmtmKKrPDwvu6f8KjOJHEGuqzaXx0L0g_E8PbTwMAfxFYjDPLLMOsxSzQXgphAaFJhFKnktchd-4ARbpeT1xYt4JJ2a5m5LRvr72VSTnZjnhlnFRftVqz6zdD4OiOYydtRLeZw/sZ2QXN8O0IMIs94JmAImZpqVT578BQVS1GFPDiXnxOg),Food,Roasted,"Prime meat that's been flame-seared to perfection. The outide is crispy, but the inside is juicy. Eat it to recover hearts.",Raw Bird Thigh,2.25,
Roasted Carp,40px-BotW_Roasted_Carp_Icon.png?version=ee0a99a2db6b2877a324415f444a7f16 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/R8j7JFKQEL2dPoKzbJdvQg/Cch2KkB5kG1I4KSxDqBi4WRXOPtGqU_bAGiIxql-tRDMCJnC_08gmlV5GaclTx6QIPLs-_srapWN3EXQOMupRQrYelXa7VXcVIbap4BbNH-0riTQAWX7sdF-rqDe2Z3EwvsDvU7DYCf2_2v5AI4e19F3iDZoooKV6XcJqoTwh9Dgmw5lVt-sXU1hGOaaDce7/N6UudjIvsqll6HqqppxIAxCyUzrb5IbmRhe06cXYbRg),Food,Roasted,"Roasting this freshwater carp helped to supress some of its stench, making it easier to stomach. You can really sink your teeth into the thick, meaty flesh.","Sanke Carp,Mighty Carp,Armored Carp",1.5,
Roasted Hearty Durian,40px-BotW_Roasted_Hearty_Durian_Icon.png?version=d7ca52e3d25276a8f3d226e7ca4c7d29 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/jwETLn7uEt_FQwlXrJwbZA/0xxdCY1BaPo0DaA5O3hDzLlkQNcBTQTsgV4AvbFDZ7YqFcyZS2Ssec2dse_Yub_wfSPoRy9DLW6qayYUmsoqvdMPzRpIU3i6s7LoHnfPl_VcVbCAdrW_rgOpE7hudKIZoDIFopOib7lbExNHjpRD21T1drKVWcPlOOQ5y6kzhsdnMctrfK9BNK2FrBagXtnY/F2e5gW5--lixiFOJi6wZ23dHUcp1ya6QGbm40YeZSqs),Food,Roasted,"This hearty durian was roasted whole inside its hard shell. Unfortunately, roasting it did nothing to remove its distinct odor. Eat it to recover a lot of hearts.",Hearty Durian,4.5,
Roasted Endura Carrot,40px-BotW_Roasted_Endura_Carrot_Icon.png?version=ce63853f2ee6ecb6f6d0d74d16ce68e1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/b1BcMuBHT7UNK1r-iWChrw/p7EIW5V3dd2hsEtkstI5VD3anK_BkAiJGSr9PJrrOhhiH7wbdeVnMeP80cUGVTut7i73n-yDXfKj2xsDbGR8VmyyzL3wIO_YUzwgTJfJofdWDY7VmWmwu0hIDJZzZM6Fh85wNWpYaVIrE-M1qBkyIP-2ekKG4B39xWniy4qmwZtNJvzWsqvBT7OyIyo3a1Sd/6nnUcuwgh3exnYp9UQU5oeB05T-uMTO34Y44rOGMPwM),Food,Roasted,This flame-kissed endura carrot makes for a truly extravagant single-item dish. The fire really brought out its sweetness.,Endura Carrot,3.0,
Roasted Hydromelon,40px-BotW_Roasted_Hydromelon_Icon.png?version=f5b2c266039e55df0dc68c86633eb5a6 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/c_9_lVVDUFxB17s-xnPZSg/wuzP5SndLqT8SEcRDb5AjvF5_SCFN8JHqShFyKTkdEl7kAMPWybU0wXHxOt0_P0NWnVVmepOw1iC5eKUdSKXdodjhyw2iMq4OD4WAET7XI3qHO3C6ZrDjLCcAmuz6I6GuhBu41F9iwkwziGESN3ccxka5TyYRS8b5zGrYPCEhc9MBpt3763FL3cj8lg2Vzf1/4g82OxhwqqgVlxaWXY8qoFSPB0XiXfSqnBZvWU9C-KU),Food,Roasted,This hydromelon was roasted whole for a very soft and flaky inner flesh with a rather intriguing flavor. Now this is your money melon!,Hydromelon,0.75,
Roasted Lotus Seeds,40px-BotW_Roasted_Lotus_Seeds_Icon.png?version=dce7303b9ca7a8810c1f430c2fd2db5b (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ged_tE-TGM8VPuBxvMlaVw/BOSBT8XeitsQpbcc4l1TxR6OEGs9CWGJWf61uGp9BZXV6iJo9BfRmuA0Y2HjhDiVVY6p2LHknnbovhSsc7rhW-MRP0t0eVfHPgeW6frIWG7cLYsHNnxg3E3Q8vvXiorMkx5zqh2pfnyEg3e_Ji0eIdJq4dBzvqLrXJOUuQ2rGChWEmUMIdJSJkK0fUYlGcaX/gNcLlowcD9Vgk6AELmHit9n2gDNgEeK6Rq00yk4rnFk),Food,Roasted,Flame-roasted fleet-lotus seeds. Peel the skin back to get to the soft and flaky center.,Fleet-Lotus Seeds,0.75,
Roasted Mighty Bananas,40px-BotW_Roasted_Mighty_Bananas_Icon.png?version=8c1a126031387c96243119c7fc5d5404 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Yyz2Pcr_7f54TetNlq-LJQ/D10XIvgHnFEEzufJhev7AKnr5O4qdSaCwioDlSMzZcDvebbtGHDxMVBtOsgj40BrRenl2CAhL16cVFcSEYMAv02vKvzZPeFL8DwWp9hKPoWwXXbxF6_3nNgQDtJXCZk4jKGFtnCUb54Z9UmbakaxF6TkAKSmznbAZWJ6joOLXHhvyZfm1cp6ylnU1o95Jq6q/CQH0-uszEyx8v1b2ESXLpi0W1mX_me-BrmcLogIcrzk),Food,Roasted,"These mighty bananas have been roasted whole. Cooking them through has turned the fruit into a sticky, rich, aromatic syrup.",Mighty Bananas,0.75,
Roasted Mighty Thistle,40px-BotW_Roasted_Mighty_Thistle_Icon.png?version=665f6b08bcfc2c110a7111596b4546e9 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/_1QVXb-GfM_kcrLJLJ9jmw/Sgm6yr2B04YL5ZSSpWJ9MP69bVd6M3YimnfBPw1WPXzZfr7z9hscTG58paBVAMAzYlbR6clLXioUE1x0cAu1ySiHsPev0pv_QMLlHtI54cHX3jdewHEOQYFwP_4_kSr5BgacNGcfS5fMfrkQVdwrh7f10FQDfCeQWDlGI_NkRRyrvGRbDeXKJZoUp5hodkQR/zCNlggAI3lF1L7YhJCGf0U0DIwOZWWr5KNZAhbGJBYo),Food,Roasted,"Lightly toasted mighty thistle. It has no special effects, but now that it's been grilled, the pointy ends go down smooth.",Mighty Thistle,0.5,
Roasted Porgy,40px-BotW_Roasted_Porgy_Icon.png?version=647363d2940563085ed5ae289c858a6f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/pa-AftVLGz2s-7ehoK6r-g/9b_GM-ekgLurREvhjUt4Xq94VRZBr-VjSuFGEc-ImCOWNlvLDhqTv8TaJDNW-SFxmJWvChnh_7t3_1tci633xkXq15pM0hGgt4ScMZrqTYgZ4wBHr9lEiiPo4ljEvgL6JS9Q5QSq8kG_qBKTMCqVIJwRS9G4KQR9xmZWViuSyXWygijnh5cazFqUPWAfMn9q/kQyWY8q0lgg97R5jnjG9xGrQV7gXAxo059gq-t61pB4),Food,Roasted,"The soft and fluffy texture of this seafaring fish has been enhanced by roasting it over an open fire. The crisp, aromatic skin is particularly delicious.","Mighty Porgy,Armored Porgy",1.5,
Roasted Radish,40px-BotW_Roasted_Radish_Icon.png?version=325fd14a2cb40c0c6ab9537bb6d71d9e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/kt6-3Iu7vPOBTpO8F4B3vg/rCP_cYyywAC_x_LyCCOUrb3lfHGIg1VMWX-y_4N8X3-9yOyPGIOtUax01EgjA8VSOfpNKEbJaL9ShnU7tDbXam6NjvGWu3xKzpgi0rfrChKyIYbAar72rPd2xuPIjN0ANt4zKeSlNnv9h_7q9OZxMf3Q5bbd5-pRJvOwnpG9diyg6XCKAp0fJTogC-eqSigy/XGsRGzvPyCtDuNmC7SnYfcUZ1Y4nA4PeDVw-ndo4zZ8),Food,Roasted,"A roasted hearty radish. Fragrant and warm, it has no special effect but will restore hearts.",Hearty Radish,3.75,
