name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Lizal Spear,BotW_Lizal_Spear_Icon.png?version=4a805eee402e92c8c2bf0f479e206e5d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YDY31fKfLVCaQlh7hwRRQg/KrXp2znwyUIqxj7tQQLHHU9sXNr2Qa1GCcmkvbBZX-AyVfT1D6ZT5Z1CnZryZC1yI1gWRAGgBGedc2q-lbXBVJn_9ZaxfW-mj4utvQNBo-EZC_zO2KkNTeknmuDrDRzI-7I__cKLC0mOSHJ84Wo45fZ_xumIsSG2Qtehg3lC_-s/PniSmUUqaJNovPAKmq5srajiTOWnD0A-M80Aq7B4MSk),Weapon,Pole-arm,,18.0,7.0,,,,,,,,,"Judging by the harpoon-like spearhead of this Lizalfos-made spear, the Lizalfos use it for fishing as well as combat. Try not to get caught on the wrong end of its barbs.",,,,,,,,,
Lynel Spear,BotW_Lynel_Spear_Icon.png?version=44d2b5c8faf1fd8bc873168629bc7751 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/hQJ9jolPvJAo4L1z3UlttA/I0CbImbo5haRvgAj1WCe6xLJKgw28D1KLQaUUHfczZvpiS01Xumn3-bBc1AVRG8F03gxRMBQegiwjkJxB2U-N13GrOBeX3XnbjU_UkSx5ssjUN4JgnfXa_efvwCtDCqiKA2IbaGxhCEFisvYeyW9I33V_FTzqf8HIhwDQjirIac/oLzW85OlHI6xa2331J9sIOScO3-BhlotuDriB6Axp8g),Weapon,Pole-arm,,25.0,14.0,,,,,,,,,"The crescent-shaped spearhead of this Lynel-made weapon gives it poor balance, making it difficult to wield. Lynels, however, can swing it effectively with a single hand.",,,,,,,,,
Moblin Spear,BotW_Moblin_Spear_Icon.png?version=c974c5d2d29e3c826cc381496ab86199 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/OA2JrYrF2b-gwsfepQFALQ/1Mu5NKA5GPw5nsFQAxt4am_dUMT1E6BcLEOLHwK_6c0oEHz-cX8qWA-NJCs-Bs5rENoThjdPF3Ap0jegZDhQHiWNeM4VkPc9KMTUOhB0I7BcIdy8mRf1Etatfliw8ydJijFBUm8YeGMD12ZXBcFTHJiXWK31FR4MwydQBfmCXcQ/R2BeEDeGtBTZ4KojGPZVn6ch94P1Jp8VpkefI8gnxjQ),Weapon,Pole-arm,,15.0,4.0,,,,,,,,,"This wooden spear is most often used by Moblins. It's made from a hastily whittled tree, so its stabbing power and durability are both pretty low.",,,,,,,,,
Royal Guard's Spear,BotW_Royal_Guard%27s_Spear_Icon.png?version=5be3cb92454b5a03623f9ec9513b7a0b (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/gLj9Afns6tgS_3ptQFZbUg/neZiK6NOwgfryovHN2fgpYdNmerkXyIeC0OO8sRiHOpj-jRFCnxr0woGgZFIic7CoBcVnCdH2mRMOjh8ejW4syKOn2cLYTu_oz3L1EDZQgTfB435wuQtWxxTF7yQiq6kcczQPY2nklWKaPJqiPHseniQKy8TMfUqgsv1EE8u-XfSy9oQIVTsNZ057OHpEovD/CneMqDGNOfioQi3Cps6MQzHI40Q6JMwJOtKU5lKqPU8),Weapon,Pole-arm,,15.0,32.0,,,,,,,,,"This Sheikah-made spear was created using ancient technology to combat the Calamity. Its attack power is very high, but a critical design flaw left it with poor durability.",,,,,,,,,
Royal Halberd,BotW_Royal_Halberd_Icon.png?version=9149bca31d0e5e8acd1b8bbe035dbdac (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/fEMBI42-YH38gQUvskTjiA/-5Gjn4Lu79k0QnI3taT98Cajl-zNYTlGlTExDoFzJk-RTv4GPFQy1M5tKBfK6loUq2e8UIJ61IwOgUlril7PUVs7WNxfnwAyVLdsiVbOOd_mLVaa7mluDDOD1nE8Drlmb61hjNLzuzvzKnglfjNEjar6jlEruMY8eCRRHm6O8W8/YpZVHOTeAWKOLVunQszCgOj45v0gDx5FVEgFkGSI1KI),Weapon,Pole-arm,,50.0,26.0,,,,,,,,,This spear was issued to the knights who guarded Hyrule Castle's throne room. Its ornate design was applied by a craftsman in service to the royal family.,,,,,,,,,
Rusty Halberd,BotW_Rusty_Halberd_Icon.png?version=86db83551e092c23f4f156433838aa4e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/2rBfrEGQ8O31FM43vsinmg/1NEd_y_CDe2o-vfE6E5rnI3YEfVIMFLoGLVJMCKEc-cH8UgAzriZr-yC4nrL829WMybfbI4q3FrM3TVCyQMujzQjt_bfyN27mhx3LNWk5DIxC_2WfoWtqyOae9BYXuhdz9XxfgH2Hwyic_56SrGdY1v78bSiWFD1RdbmSAbmf_Y/Pw64BA4Rn6kIEXT62Q_7Z5Hocm9_WRIQBoYbUkl_0W4),Weapon,Pole-arm,,15.0,5.0,,,,,,,,,"A rusty polearm likely used by knights from an age past. The spearhead is in bad shape due to prolonged exposure to the elements, so its durability is low.",,,,,,,,,
Savage Lynel Spear,BotW_Savage_Lynel_Spear_Icon.png?version=7142e2dd063d69128619f9ce8666bedd (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/oS-8ZiZ2wy0H7fD-3NIevg/5gxoOwCKVX1tcQnsW_UG-tuLJFuJCm9lnNPaJKAaUNjSIN8gqvcMFuzGbzCV0tJ7mOk7AJDZNhRx3awj5M6C9zQ7YB0qOqxTJ43v077tYi6-ZHUZwiyIVam-KQl4lQtieWqL3bRYqi5qPgNwvTWV2URUXeKldMpucXXnErKac-q3DhDMk42UdKV7NGZKKhw0/1xpX13WBmbJfr3-09Y0iq8r09FrlwF94cgQwgAkFl1Y),Weapon,Pole-arm,,45.0,30.0,,,,,,,,,White-haired Lynels favor this brutal spear. Its axe-like spearhead and exceptional weight give it absolute destructive power.,,,,,,,,,
Serpentine Spear,BotW_Serpentine_Spear_Icon.png?version=c8d2d524fd505fa2f05bf4d0a81cdf3f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/d3oRoD-GCd-ySmgSwhwBTQ/6c7NhuaA2LSRQ003ZRErqZwIoVnMQb1UF8buQkhCgwyN7iVJCjC3vkHnoTRo1Xrud6WQkwumRkhOEVH2ax8o8j_RLVzYEMjpxTPzf_bW-ipFsDZt9rMgIk4VghYZAhJokCAw2f77J6eiofK-9G_9l59Gvo6C7Dg73cAr-sxH9wRVdaYKNWqtlL9BjGGT5kXT/mlgIPBea1N5g5OLzw5l8IHI0nNszURCWKz4eEoDk_As),Weapon,Pole-arm,,35.0,12.0,,,,,,,,,The spearhead of this weapon is uniquely Sheikah in design. Spear masters of the Sheikah tribe can use the crescent shape to snag their opponents and deliver brutal cuts.,,,,,,,,,
Silverscale Spear,BotW_Silverscale_Spear_Icon.png?version=23e2d909daa0b06c6bc558426597e7f2 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/MO8XgK4gOFPoncYGKIFmAA/_FnpP-VO8Au1gIm-hDRMlw8ByLwHRLRu45_Twh9VQRSjZw-nWUAHP3mUOewOmxgUoEVyeBOKRuMuyHGyiNGIJlTOO66VhiNTbwRiQbhEHcO0LiTAer0Ke4xmWJ_5DKTyc4QNJwpc70v6m6_HqqrvtrkoqR_apujUTRix9aUq6jI4XXaKMbVTqdtDiBe5W7y1/bZn5QZezhxJ0LZy5QcP7NeRcXBsax0R4S5xrWf7CT44),Weapon,Pole-arm,,40.0,12.0,,,,,,,,,The most skilled Zora fighters wield this spear. Its beautiful fish-tail design belies its impressive strength; the spearhead can pierce even the toughest scales.,,,,,,,,,
Soldier's Spear,BotW_Soldier%27s_Spear_Icon.png?version=a45b712c01a18045b1a422b1ed4af673 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/4cwi6OypaUuP--lKEluBUQ/YxSnDAUatwLhGvQzdouGyNuSZgryOB7BlMZDXElRnGe4RhDuO0U0nPHcQv3-qU0a5la0h5aWrknY7At2-1eEMi1gPEIgqUtC7HXskOOUxlUgP_8-ld2FaQQRkwyDVKDlXiVUYBvzFKhWll9QwkkXqFePRteGwFHJMEEJyi9OdbCyVVHK6WRq6Rfv5ydMD-4A/ze4jzlSZ_CIbvN_A_rPiARz-94P-cne6Wi9NySROv9s),Weapon,Pole-arm,,35.0,7.0,,,,,,,,,A long spear once used by the guards of Hyrule Castle. Easy to use but difficult to master. The iron tip is very sturdy and the shaft will not burn when exposed to flame.,,,,,,,,,
Spiked Boko Spear,BotW_Spiked_Boko_Spear_Icon.png?version=aa8430dfae4bb82b74c115df9fba3cba (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/5fgkcJx64VDDszi6M0GeBg/RYBNNCPOLoJjTrIAV3BbVlfcOk90Xb1Ved6Hwt8wwHQ6gjvLTVBDnP-zDE1w7SyemOkLK6UJ7aPCUyh7KLz4da4p0OviJcqC7plP_Nf4gHg-StScJAadNzwuQesO1mZoHlE5BTqdFbQqh3pxiX9BLo89Koe-R8UqkIWQbZICU3aJA9l1HTStmNOMOS8NAsws/sVGxmW0JgHv7tBeVRQ5fxPGyhJqeYfi3yMr20IQbbak),Weapon,Pole-arm,,15.0,6.0,,,,,,,,,"A Boko spear enhanced with sharpened animal bones. It's light, easy to use, and deals a decent amount of damage.",,,,,,,,,
Spiked Moblin Spear,BotW_Spiked_Moblin_Spear_Icon.png?version=16319dc9e45ab5a7af8c480571e4b240 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/RQDJj_BfK8cf6m5hgQqYDw/FEaeWY9Dd9Cs1kHgogPngeBVuF2QIY-mACdJElnPvPCjjCo_2EeOBFE4TxJLBVsDMZKdbzakoJRthxVZx92HZxEL0t3U3VSAVuEHLfdPFNL0oXdtTRxSscqlJU8JjglyHKXytf0dLOwrHozVWCK8kXzrmOsF1-FFlrLhQQPq6Bji_DC-lTXcZj2gktWeiC6E/rvLXgkIURsaT6DxIXPrx7nyUBJUqIYxSB27j-RVbyBQ),Weapon,Pole-arm,,20.0,9.0,,,,,,,,,"This Moblin-made spear uses a horned animal bone as the spearhead. Like many Moblin weapons it's sloppily made, but this one packs some respectable piercing power.",,,,,,,,,
Throwing Spear,BotW_Throwing_Spear_Icon.png?version=1d354367e86cf1951fb45bedcaa464d0 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/lCTaYxH0DHWk5Hq4HgN2Gg/VmNDTVAZ0mHx2q_QViyxuPrQ8fW5efyO23UzlwQKm7qprUFghdhBPY7Yx4iqAlPFYCbQTTN_5j5YKhPqVJJ-KfltlqI77r2EDh4-WF9LN_5RRisdmR7an1w1wwq3q3_ed-TqNVKJMUOoSd4-Zy1O2GdCYX8-E8QujuLNrSCZ_4s/P-R-ld8keDj8hP40gLBN3cFxu_1pRNqEKtEaSFGfvI0),Weapon,Pole-arm,,20.0,6.0,,,,,,,,,"A specialized spear weighted to excel as a throwing weapon. It's perfectly balanced to be thrown farther than your average spear, able to pierce targets from a great distance.",,,,,,,,,
Thunderspear,BotW_Thunderspear_Icon.png?version=5079309fd47df855d804e14fc7912273 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/OmqqBkNfTDzOicyViXxdMg/nuaZPxNdj2Q-y9XiEgj-_FymSw7UzJnfxZfvXevKFYr3J-85Og93ZRgvodWT5j24swcIRM4PcMk9974CNPLe-lX2reJYU4JP5tVmA8RH5zRZf8zSKZPrIWTg0hNXVtT0inCJGrebeJqVWe7E-XRRg7hO_Dogf0NzeX2Qsq8HS6c/Qb7cce5FVI92YIWWYw4AZxdbXKCCCFVHDgMCksUMD1U),Weapon,Pole-arm,,50.0,22.0,,,,,,,,,A magical spear that contains thunder from Thundra Plateau in its tip. Attack when the blade glows with a golden light to unleash an electrical attack.,,,,,,,,,
Traveler's Spear,BotW_Traveler%27s_Spear_Icon.png?version=71f570c28d0ec5de833a983cc753c16d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/XegaXotsWXpGOkXjoR_rmA/C4dBXtdp-6hLX_xBrH_8tv7e1JGLZWyoxe2v97bZcJFXqCxMXikBQcyc9Plimlo6XLxUmCFjbQFX_AxumUlVgV3L4wNRSBWRPr-7aEqr_kXsaj0JKde_iZAZHNMDbmnQ3dZfwKVyhoR5pqQ6vhbEv9j4hFIrJlhr65AiEIksy2UJzDgBBVnyX0_5wlw0lRBY/Fy3b1JEnXopRVmyY8pQHk9WhLvG4CtkCkYzvlcFGiys),Weapon,Pole-arm,,30.0,3.0,,,,,,,,,A spear used mainly by travelers to fend off wolves and other beasts. It's easy to hold and simple to use.,,,,,,,,,
Wooden Mop,BotW_Wooden_Mop_Icon.png?version=b50733776ce4a935ea09b8405d358d6f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/wq5HEPiJCX2_aNaVsFMNRg/zj1bP7Z7fPwNX90psJHFqOSppoBa1nJfGaPbKyRw9M2H6T8ULtsTt0m5Bt7rQeZqUurQwjdP1E-ZIpmgAhYqf3N_M_zOUNebzhsozDpEyM1lyjiU6IzjrnuAsayyfuJhXyjyLYRzmJWlki_JExd00x1wC6Ldx7QV88V76_8FCVI/YLOTsThfCILodUbmVyrLydeLz02NCexu9coUVd8sN6Q),Weapon,Pole-arm,,8.0,5.0,,,,,,,,,"Just a mop to the untrained eye, it excels at tidying up the place. But it owes its sturdy construction to a true craftsman, so it actually has some combat merit.",,,,,,,,,
Zora Spear,BotW_Zora_Spear_Icon.png?version=b79be5beab19680000c1a40ee6f2cd27 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/C6mJ0PD5vvlo1yyP4gVjAg/Oj0JCMQCOvUUkyPbZWTcv0UnEf7JCRQh51nuWlNeLz8ZEMXenYlUnqsNv0KRXIGt5tP8vojgvzwq7ptMJSeGwQM0TxV2H4Z1r-ixXrzTtcMhbFwtEpv7-02qOUGaWQvZ0dNJLuFAL63Eei7JVgtWvJxhj9skTWec7eiLhVFuAsI/k0WBi8vU3oWY0kJgXhelp8fCDTAxUjXLRDsUdBOBRpI),Weapon,Pole-arm,,40.0,9.0,,,,,,,,,This spear is a Zora's weapon of choice. It's lighter than it looks due to being made from a special metal and is used by the Zora for both fishing and protecting their domain.,,,,,,,,,
Ancient Shield,BotW_Ancient_Shield_Icon.png?version=bfdec23c13187670eb30af1e5f2e46ef (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/-CFnxGscsd5m541gPad97w/VzbZZo3tqL9XOtbBeGKUII5E2bcQKNXoNbS_5sbuDUFPEpYROJmO3LR0mV-WrvJe9M0rTgh6ODd0MzdBlcUv0Ag5eXbqF-IYaG6cjBkTrmLBuQLo8pf7cmamMoAjnpw3ewPY7Xloi6C7Ilr01LSOljgktEfEXoOUD7ZSsbEQdAg/il1wP2yaNNf0sXv0dkMxyfBVi5ZN9eViiz2GUqEOKZM),Shield,,,32.0,70.0,,,,,,,,,This shield was made using ancient Sheikah technology. Its surface glows blue when raised in defense. Enhanced functionality allows it to deflect Guardian beams.,,,,,,,,,
Boko Shield,BotW_Boko_Shield_Icon.png?version=420d4a6b0684e20a4a775eb6b8fcbf0d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/QPGUFJRhY0lGeZ6Y3RvVpA/dEWswtzHdUS9GhP9PSjbIYcagkC77C-k-ewQqB6lbydqJmI7dsyGNB9luXs_jTn1fOCVSFrjmaMNvtvxBS9XXpKcyby5bXUA7CuD5Xbp5m_eZRK_ziWTifqB1Ibx81ceRClsG-Bxwg83gwXOqdQOc2zREHusEoZr6BC0MRiW4MU/ykDcsutsXVqHKp4jijRjjQEQA5Meg8gqC2xRfsT1LPk),Shield,,,5.0,3.0,,,,,,,,,"A Bokoblin-made shield created by attaching a handhold to any flat tree bark picked up off the ground. It's pretty shoddy, so don't expect it to last very long.",,,,,,,,,
Daybreaker,BotW_Daybreaker_Icon.png?version=6627bfcd2ee21641d863d8dcaf902f86 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/vG2XcoPYKGNlB4tptYXCVQ/8fbtozxXKAHRr1_K4QIeYfHIrPBZiYK2GKAuU41BDVr5vgnqP9txdYNlDsFXPH33kodqfbDe4mJL1usQ7hJ7HObBp1t8v3MtapxUPxJxtORQafCdwu_Pk6L98yzN9MkwuioqGjouK86njDy3tesKPc4VISNdCAdhzU9ZGKuaC4M/0hvARMp16_05gf9U8_5yuMjDQ5G19u8TixMuV_nTyug),Shield,,,60.0,48.0,,,,,,,,,This shield was cherished by the Gerudo Champion Urbosa. The gold used to make it was handpicked to ensure a design that is both lightweight and very durable.,,,,,,,,,
Dragonbone Boko Shield,BotW_Dragonbone_Boko_Shield_Icon.png?version=71eaa44fe227f2e0a50d6ec53231715e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/q3YSYGHKyyUn1R3SCK74cQ/wJf-Ip6KMgo7Y8yMm-puD-gsU2rBJSeTjmP2cvLr1mgqugs2I5dzdjigEp3RFHZQZIH52MSQGUry_IrfyscSFuEWydJMaFTgt1NsK-NeWlccFFoSJwhestd_mIHobQMWpnvx-3kDzi82acQx_tiNKXnkx6Q-tcVLZEnewcmULODXZPn5wKDDPHGqecjJJudw/sZL34S8TsNCl_AhvSKUDfRDYTwcyqhlRTcczHCPyR5Y),Shield,,,8.0,25.0,,,,,,,,,"This Boko shield is reinforced with fossilized bone. Its defensive capabilities are respectable, but its predictably slipshod craftsmanship spells low disability.",,,,,,,,,
Emblazoned Shield,BotW_Emblazoned_Shield_Icon.png?version=e4e53abb37c97cb1cfea7ef8b8c2cf72 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/l_l1yONYW7XKRE7u9ARg8g/T-kKswJ6MQrP0o8a5zYEZ9CefPbKMjLDkJj18HAQYyPxAgVhQIW6JKvaZAgE1_fKgJcnLPzMxl0kRkzJ6c04RSIlt2LVuiV1hOu59ooDZkNW_iX9-3vsVJ0tEAX5xLiBlQBccEykAFX4VA63juhVKSE77gapB3ajyhJwtQiUNGZcDhYgv99JP1U3bwkVtN34/TwfnVg7yXaFCbjj4qO8Yq0SGCN2B6gVY2hGD996N2D0),Shield,,,12.0,3.0,,,,,,,,,"This shield features a traditional design from Necluda. Its combat capabilities aren't much better than the standard wooden shield, but it found popularity for its design.",,,,,,,,,
Fisherman's Shield,BotW_Fisherman%27s_Shield_Icon.png?version=bb5e5e12c27a041e6c8dab7f15d9202d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/o-dk-z5A-C7ZAD1zy3EXZw/VApfVADGmWNTNvBZvY5OLvagqO8eOn6WHvM_nE8gsMEMq-3iaHQwKYVKovdGRDnYk7Ak2hz2SI0TmccG0aG_py9wyZi76mRXJHsZ5W4isyDXYM-fCPfZWnJ9u8aafIU1sQ0SqJb85XQSo7lpys1Sq6DzXmnBScWtiCkwPtSwvKlkJ0HR1STRbbL91EleR45T/i-Fx1XpbhqaMAd-LTXA2Y6b4D3Abpf7SDpoCRLagNf8),Shield,,,10.0,3.0,,,,,,,,,"Often carried by fishermen for its fish design, which represents hope for a great catch. Its light wooden structure makes it convenient to take on a boat.",,,,,,,,,
Forest Dweller's Shield,BotW_Forest_Dweller%27s_Shield_Icon.png?version=7d1a30ec971c7e5c0b81cbfe709d5f8a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/t0Kl-nbCQ3hWeQCAZMwXNw/Ql0JugXhQPvPigHasHnTQx_QySW-tmPMb4_VVg3ejaF3NPVhHSwnkYRiXncSMz7ArJOzUFMpMEDDopMl11hHoCLoQzRKFwzpDIA2Hyqo7hbXzvDnSFGq9K6t1kUeqfE2hBCw7UeabmV4YRqxzMwzRwuARqj3YQ4cFHPGWAlrx0rGphdNCFPegdr14vXeEzye/aXntT-rscKWWGl4igW5JpJyN3_NSw0NjjyAPItXb5r0),Shield,,,18.0,30.0,,,,,,,,,"The Koroks made this shield specifically for Hylians. It's made from the finest hard wood of trees that grow only in the Korok forest, so it's sturdier than it looks.",,,,,,,,,
Gerudo Shield,BotW_Gerudo_Shield_Icon.png?version=545999dd84b5ecada4fcfd37e4c7eccd (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/AvNcdQM4OSXPuR0-2cj24A/nJGZfJvcc8jTAB7PnynsuFfl6l0y9Wa3uugbdOYxQBN1Gl7lE1TessEzbl3XCJASP-t5bz5U0fyejy1LWgW2IS360MabymJV7NXAQbOLW6rScz2-5T8Uc66xmsuo-GJExw2zW0FMUvMsmxtbuUkZS7eF7zo3qsAwS_rtq6DQ2Us/0wGtWVe_W7UWtNLK4VtpuvTjM17PaPT4t2IVgba_O58),Shield,,,20.0,20.0,,,,,,,,,The design of this metal shield has changed over time to match the Gerudo's sword-and-shield fighting style. It's favored by soldiers and travelers alike.,,,,,,,,,
Guardian Shield,BotW_Guardian_Shield_Icon.png?version=e2c0c40e88fcd64c649a4282c2e17215 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ChfiLnhru_8erXu4_P0AuA/y8j0uuv-V6CVItnQ0FxYeI91FReFfekFJjpKpf3xhs1Wiku8gCJ2-Mhq5_Z7kGv41tEQ23rRdKIgPd5sBUW3x_NGHBEOvGmVvwn4e_02081NxkmtIpEAPoQQywP_Gr-pfvOMOX6J5AzxEfVozB42OrRT45rhWQ2Iwz0QHWJ-uLc/3CLO0GljyLvUINCwW-ENlhuENL6Z3JGzUzdyUn9Wmlo),Shield,,,10.0,18.0,,,,,,,,,A shield made with ancient Sheikah technology. It can deflect a Guardian Scout's beam.,,,,,,,,,
Guardian Shield+,BotW_Guardian_Shield%EF%BC%8B_Icon.png?version=42d0b804bf6015dc34c8c8d02fce2cd2 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/xqPl74alLo1gxl8VD7kXow/w6V3UMIIiJizZpv3Lct-j3-g30NsMdy7rfQk0tNVwQZa4IifruOLkrFZAThg_VWGcfH72a8r3AIkGpBb2E-90oMEJ6uo9FVEhXCqfx0e7r0O8lNaAVg7mYfR4j4WcDjX25YXg2dposIAkLZTwVQZFwH8sHVJJ5H3t36dSG8mcrZhBE28twYeeFHUgxQfBBO7/b35f3nWCYKEZUniDG_gNAYu6c-v-wrXg2Tf_X0h9s2k),Shield,,,13.0,30.0,,,,,,,,,The larger version of a Guardian shield has had its output level boosted. Its defensive capabilities are comparable to those of a metal shield's.,,,,,,,,,
Guardian Shield++,BotW_Guardian_Shield%EF%BC%8B%EF%BC%8B_Icon.png?version=cca8a9b93260949585185aba4981b6a5 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/gwkrMD_iL-HB1ykYaa3vSQ/823BLDFc7hOoA6OeAmlljaXn7Ua_z73jFAnWuk0u3HO3Aq5s3RKRyrL1bBox43YjogMR6afoHln5hx2fnJpUuw8q50OZscf8QGPsBu9he6P_ExjG44_dKgElF315BB3naKvUSZ8Jvgz80YuIDAf6fz2GezpqkDKJLTU0ud8758UlE8d8DF-ZT9-BteWRx1ShRsJcg1zzdRcVJoF1Btilbg/SiPDEFtdwGdxtbj0Veu0LOOVatN0LoLG99GlHM0R27M),Shield,,,20.0,42.0,,,,,,,,,"The output level of this shield has been boosted to maximum. Its combat capabilities surpass those of metallic shields, and it can deflect Guardian Scout beams.",,,,,,,,,
Hero's Shield,BotW_Hero%27s_Shield_Icon.png?version=befd7c737a41c9ff0c8d122666ebaa2d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/NR336jNmkveXl7-YuITq7g/okqgFIpLa5YojyOEz9wsFHIaJlyG3EtpfE5QMxJTXCdzdEIsqv2p4Ly2_Un7PViNQ_tX20Lpj8ItbraU3QVIIJfVsHtQxmgKtORcUrUsJW6rxe4jb14Ope9JQAuVdOfaxDe3lmD6vgJ2Lrx5MTBFEpsnwP4DEMS9A1oyrhqRtZg/bNF7gzhMsz3BcGOLgnA2uQDukCg32Rpvk2uN9t_ITbg),Shield,,,90.0,65.0,,,,,,,,,"A shield said to have been the favorite of a hero who traveled the open seas. It was apparently a family heirloom, passed down through many generations.",,,,,,,,,
Hunter's Shield,BotW_Hunter%27s_Shield_Icon.png?version=dfb172de98af60dd1aae9f1f51b471ad (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/BJQp8FJk0SKrbq8hzLa-7g/zBPnF12WpCdUTZx6HgfUHQcwmtErB5YPUNt5tpB8dRUmGC9wTC8rR2Xpv80IY-bE-QQXOvbh61xPdRfl8_oMy8A2WbNiNCpgFlGr8icJp9KqcCxzjGRDkwT-hqTjU60fHWy6MyJuOwFBdKDx3llQ-bHa2nMaAEXnR0oRfMTQ-ujRaGt9XfnwgMuQKIr6Yk6-/Rg6zuacV96FnGan_RJ_sXFCW2PZzIsPXXgrTgQCu5Ds),Shield,,,10.0,3.0,,,,,,,,,"Favored by hunters for its rabbit design, which is said to bring luck on hunts. It's easy to use, but its durability leaves something to be desired.",,,,,,,,,
Hylian Shield,BotW_Hylian_Shield_Icon.png?version=e4ab31790f99be88d0c81eecbf525052 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ARkk6U3DCocvvpcuHbyyKQ/COAz6_IMPrsGp1Y_LXNilwmf0jVGtYkf9uWyDRfhk1xWUkdhMOVMbipp_JwJs_I9bcTkAuE-LRj-n8DuyqQhGZiv72BTBRiLAgvKP42tr-Tg_lMMbevVA8pu0TmOkqhdrDgPK6i9eJ-10Y8ABg3QinDLCAwEu4dq388l2ud4hLQ/O3wbbJaHhSuohXf6URA3sMwfC8zj-MrsJAsYvTbSP2I),Shield,,,800.0,90.0,,,,,,,,,"A shield passed down through the Hyrulean royal family, along with the legend of the hero who wielded it. Its defensive capabilities and durability outshine all other shields.",,,,,,,,,
Kite Shield,BotW_Kite_Shield_Icon.png?version=7bb524c8bd220c83e9165e16082c8326 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/eJ1n22wyLyqQEOlWNGMcXA/2yweWlUPOkV6zzWIHbX2CFfs5Lf2Pc173NptKXD0Zggxe-msa7AQEs92fDRCuKBkFGdFiXNtS7Z5nsshBqaN9BMI1VdHgGaUUpjhP5HBmv-Gxd_stPXblOPxmqVjINkWw6IzRYV3JL01u4_YA65Bql21NfdNdJIvGpjQ5aFoQQ0/SPdaBQVL5oEMJOWcNylQNgBv-ECkPdWaw8UGMX06qyk),Shield,,,16.0,14.0,,,,,,,,,Rito warriors cherish this shield. Its unique shape is designed with mid-battle flight in mind to facilitate aerial combat.,,,,,,,,,
Knight's Shield,BotW_Knight%27s_Shield_Icon.png?version=558835452301e1148f6c84b0359f2729 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9khSnq17o2b3EJoNhfJnbg/b1_Dw7bTen7bNXPDi3FWSfti0hIpJif4TPL6XiG0cukbftvHkq6ElRa-1n1sY6uZvEaxHYFg-Iq_i2VQbAzHdUVDZRsDU3g3fOQWNWbE83IXMw-7zWcB8lT6Ba3iQm47t13RO2gtk0uaMHVFOZx0fFgAeb4L_ygMhOkF4NQfqX_Ed6t5u2y_fOYJiqnQWS9X/Oa-Nn0_LREox__U4eJlMQmF3iYi6Q6n4d-7a_nFyciM),Shield,,,23.0,40.0,,,,,,,,,"A shield favored by the knights who served the Hyrulean royal family. Its sturdy metal construction makes it quite durable, but its weight requires decent skill to wield.",,,,,,,,,
